condition,profile_id,gender,year_birth,race,education,income,party,donation,newsletter,trust_competent_1,trust_intelligent_1,trust_qualified_1,trust_honest_1,trust_ethical_1,trust_sincere_1,trust_concerned_1,trust_improve_1,trust_considerate_1,trust_feedback_1,trust_transparent_1,trust_attention_1,trust_post_1,distrust_1,funding_5,policy_1_1,policy_2_1,policy_3_1,policy_4_1,inst_trust_epa_1,inst_trust_nasa_1,inst_trust_noaa_1,inst_trust_uni_1,inst_trust_gov_1,belief_post_1,concern_1_1,concern_2_1,concern_3_1,policy_general_1,policy_specific_1_1,policy_specific_2_1,policy_specific_3_1,policy_specific_4_1,policy_specific_5_1,policy_specific_6_1,policy_specific_7_1,individual_meat_1,individual_transport_1,individual_solar_1,individual_fly_1,individual_talk_1,individual_donate_1
Scientist community helpers,p00592,1,1987,1,2,5,2,10,Yes,95,92,96,98,99,97,100,100,99,95,96,97,98,0,100,100,98,99,95,90,95,92,96,89,99,100,99,96,95,98,97,95,100,92,94,99,60,80,70,50,90,85
Scientist community helpers,p00593,1,1979,1,4,4,2,10,Yes,90,95,98,92,96,94,99,100,98,90,95,92,98,2,60,100,40,95,85,92,96,94,98,90,100,99,98,96,95,80,90,95,88,60,85,90,80,95,92,60,98,90
Scientist community helpers,p00594,1,1973,1,1,2,3,9,No,80,85,90,95,92,88,80,85,90,70,60,40,50,20,30,80,60,85,90,60,65,55,70,40,80,70,65,75,70,80,85,90,70,65,60,80,40,50,30,20,60,25
Scientist community helpers,p00595,1,1945,1,3,1,3,5,Yes,80,85,90,95,92,88,80,85,90,75,80,95,70,30,20,95,85,90,88,60,70,65,80,55,90,80,85,75,85,70,80,90,92,85,88,95,60,70,80,40,85,75
Scientist community helpers,p00596,2,1979,1,2,2,2,8,Yes,85,90,92,95,98,99,88,91,94,92,95,90,96,0,80,100,80,98,95,95,98,97,99,75,98,90,95,92,100,100,98,99,96,95,97,94,60,75,80,50,85,90
Scientist community helpers,p00597,1,2003,2,3,4,2,10,Yes,95,98,97,99,100,98,95,96,94,92,93,91,100,0,80,100,99,98,97,92,94,93,96,91,95,95,96,94,98,99,98,97,95,96,94,92,85,90,88,60,95,92
Scientist community helpers,p00598,1,1938,5,2,4,2,9,Yes,90,92,95,98,99,97,96,94,93,88,89,90,99,0,60,98,70,99,98,97,99,98,95,90,95,95,96,97,98,92,94,98,95,80,96,97,85,90,80,70,95,85
Scientist community helpers,p00599,2,1940,2,3,3,2,8,Yes,95,90,92,98,96,97,99,98,95,90,88,85,92,4,60,98,80,90,92,88,90,92,95,82,80,95,96,98,95,92,90,98,95,88,96,94,60,70,80,40,90,85
Scientist community helpers,p00600,2,1967,1,3,5,2,8,Yes,95,92,90,98,97,96,99,95,94,85,90,88,98,0,10,95,50,98,92,92,94,93,96,88,100,100,99,95,95,90,85,98,92,88,95,90,60,80,70,20,85,90
Consensus,p00601,1,1983,3,5,1,3,8,Yes,80,90,85,95,98,99,92,96,94,88,89,85,90,0,20,98,0,99,97,80,85,90,95,20,95,95,99,90,98,98,95,99,97,85,92,96,40,60,80,20,50,30
Consensus,p00602,1,1993,2,2,2,2,8,Yes,80,90,85,95,92,88,98,96,94,80,82,75,92,4,60,98,80,96,94,90,92,88,95,85,99,99,100,95,95,90,92,98,96,80,95,90,50,70,40,20,80,60
Consensus,p00603,2,1963,1,2,1,3,2,No,70,75,80,90,85,95,80,75,70,60,50,65,40,20,50,90,20,95,85,45,55,50,60,40,90,80,90,95,80,90,80,95,85,70,80,90,50,60,40,30,70,45
Consensus,p00604,1,1972,3,1,1,3,3,No,25,30,20,50,60,70,40,30,50,20,10,0,5,80,30,90,60,80,70,20,25,30,40,10,50,40,50,30,70,60,80,90,70,40,50,60,10,20,30,0,40,50
Consensus,p00605,2,1998,4,2,1,3,5,No,80,90,85,95,98,97,75,80,85,70,90,65,50,40,60,95,30,98,80,70,80,75,90,65,95,90,95,85,80,80,95,98,75,70,90,85,30,60,40,10,50,25
Consensus,p00606,2,1975,1,1,4,3,9,Yes,70,80,75,95,90,92,85,88,89,95,98,75,60,20,30,90,20,95,85,65,75,70,80,40,80,80,85,90,85,70,95,98,85,50,90,92,40,80,60,30,75,65
Consensus,p00607,1,1995,2,3,3,1,6,Yes,70,80,75,95,98,90,65,50,60,40,55,45,80,10,60,98,10,90,85,85,92,88,95,75,95,80,95,98,90,70,90,95,85,60,80,90,30,70,40,20,50,35
Consensus,p00608,2,1994,3,2,4,1,7,Yes,80,85,90,95,92,98,88,96,94,76,82,90,92,4,60,98,4,100,90,90,92,94,96,88,98,96,94,98,96,92,100,96,98,90,92,94,60,80,70,40,90,60
Consensus,p00609,2,1956,2,1,3,1,0,No,25,30,20,50,40,35,45,30,40,25,15,20,10,60,80,80,0,90,70,20,25,30,35,40,10,20,15,10,90,60,80,90,70,40,50,60,10,20,15,0,25,5
Consensus,p00610,2,2000,1,3,1,1,9,No,80,85,90,95,98,99,88,92,94,76,89,82,65,20,40,90,50,98,92,60,80,75,95,40,70,85,95,90,85,70,80,95,85,60,90,95,40,50,70,20,80,60
Consensus,p00611,2,1972,3,3,4,1,6,Yes,70,80,90,95,98,96,92,94,99,85,92,95,88,12,80,98,10,99,96,85,92,88,95,78,98,90,95,98,90,88,99,96,97,12,94,98,30,60,80,20,40,50
Consensus,p00612,2,1967,3,5,4,3,8,Yes,95,92,96,98,97,99,94,95,96,93,92,98,100,0,80,98,0,95,97,85,88,90,92,80,99,99,100,90,95,92,95,98,96,80,90,95,60,70,30,50,80,40
Consensus,p00613,2,1976,3,3,5,2,8,Yes,95,98,92,99,96,97,93,94,95,90,91,88,98,2,80,100,10,99,95,96,97,95,98,94,99,98,99,90,100,100,100,95,98,80,96,99,60,90,85,20,75,65
Consensus,p00614,2,1955,3,4,4,1,10,Yes,95,98,97,92,90,88,96,94,93,85,80,78,92,5,50,98,5,95,92,85,92,90,95,80,98,98,99,97,95,80,90,95,92,60,85,90,20,80,95,10,70,60
Consensus,p00615,2,2001,4,1,3,2,8,Yes,80,85,90,95,98,96,99,100,97,92,94,93,90,0,80,98,60,95,90,95,96,94,92,88,99,99,100,98,98,98,95,97,99,95,96,94,70,85,80,50,90,75
Consensus,p00616,2,1996,3,3,1,1,8,No,20,30,40,50,60,70,80,90,95,10,20,30,40,50,70,95,80,90,92,60,70,65,85,40,80,95,96,98,90,70,80,90,85,65,75,88,40,60,50,30,80,90
Consensus,p00617,2,1970,1,2,3,3,8,Yes,85,90,92,98,95,96,94,93,97,91,99,88,95,2,75,97,83,94,90,85,90,95,98,92,98,95,98,99,92,96,94,98,95,92,97,99,50,75,65,40,90,85
Consensus,p00618,1,1988,1,2,4,3,6,Yes,95,92,90,98,96,97,88,89,91,93,94,99,96,2,70,98,20,99,96,87,91,90,89,85,95,95,98,92,92,80,90,97,94,88,92,98,40,70,60,10,80,50
Consensus,p00619,2,1984,1,3,3,3,8,Yes,85,88,90,95,92,94,96,98,97,99,100,95,90,5,75,92,80,90,88,80,90,88,95,85,92,98,99,95,85,92,90,95,98,80,85,92,70,85,90,60,95,80
Consensus,p00620,2,1969,3,4,4,3,10,Yes,90,95,92,98,99,97,96,94,93,91,89,88,85,5,50,99,50,98,95,75,85,80,90,70,99,90,96,92,95,85,80,98,95,60,90,85,50,70,80,30,90,60
Consensus,p00621,2,1985,1,3,4,3,8,Yes,85,90,95,98,96,94,92,89,91,88,97,86,96,0,80,95,78,92,85,94,97,96,98,80,95,90,93,89,92,82,95,96,92,78,85,90,60,70,80,50,85,90
Consensus,p00622,2,1971,1,5,1,1,8,No,20,30,25,40,45,50,35,40,48,22,28,32,10,80,60,70,0,85,90,40,45,42,58,20,20,60,65,80,50,70,85,95,90,60,80,95,10,20,0,90,50,30
Consensus,p00623,1,1999,1,2,1,1,0,No,30,35,40,50,55,60,45,48,52,35,38,42,20,70,80,98,10,90,95,22,28,32,38,25,40,60,65,70,85,80,90,95,88,12,92,98,20,60,40,10,50,30
Consensus,p00624,2,1990,1,4,3,3,9,Yes,95,98,99,92,96,94,88,91,97,92,95,96,93,0,50,98,70,99,80,80,90,87,95,60,99,85,95,98,85,90,95,99,92,80,95,90,40,70,50,20,60,30
Consensus,p00625,2,1946,1,4,5,2,9,Yes,90,95,92,98,99,97,94,96,95,91,93,92,99,0,75,98,80,99,95,92,94,93,96,91,98,98,99,97,95,92,93,94,95,90,91,92,80,85,95,75,90,92
Consensus,p00626,2,1999,3,3,4,2,10,Yes,90,95,92,98,99,97,96,95,94,93,92,90,99,0,85,99,0,100,95,96,97,95,99,91,100,98,99,98,98,92,94,96,93,0,95,97,75,80,85,60,90,88
Consensus,p00627,1,1979,1,3,4,2,10,No,95,90,92,98,96,99,94,97,95,91,93,88,99,1,50,90,85,98,92,92,94,93,95,88,98,95,96,97,95,90,95,98,92,85,96,90,75,80,92,60,85,90
Consensus,p00628,2,1996,1,1,2,3,3,No,20,30,25,40,45,50,60,55,65,70,75,80,20,30,40,80,20,90,85,50,55,60,65,40,60,70,80,90,70,60,75,85,70,45,80,90,20,30,40,10,50,35
Consensus,p00629,1,1955,3,2,5,2,10,Yes,90,92,95,98,96,97,85,88,89,92,95,94,100,0,20,99,70,95,90,92,96,94,98,80,98,98,97,96,95,92,95,99,98,85,90,95,60,80,95,50,85,90
Consensus,p00630,1,1996,1,2,1,2,10,Yes,95,90,92,98,96,97,99,100,95,80,85,90,98,2,70,100,30,95,80,80,85,90,92,70,99,99,98,90,100,100,95,98,96,80,90,95,50,60,40,20,90,80
Consensus,p00631,2,1941,1,3,4,1,8,No,95,98,97,99,100,96,94,92,93,89,91,88,98,5,70,98,80,95,90,85,95,92,99,60,100,100,98,96,90,85,95,99,90,75,88,92,40,85,70,50,60,55
Consensus,p00632,2,1990,3,4,5,2,8,Yes,90,95,92,98,99,97,96,94,93,91,89,88,100,0,75,90,20,95,80,92,95,94,96,85,98,99,98,97,90,85,90,95,80,60,70,85,40,50,30,25,60,55
Consensus,p00633,2,1972,1,2,3,3,8,Yes,80,85,90,95,92,88,98,96,94,82,90,85,95,2,60,98,82,95,92,88,92,90,95,85,98,99,98,97,98,96,94,95,92,90,98,96,80,95,70,85,92,90
Consensus,p00634,1,1985,1,5,3,1,6,Yes,80,85,90,95,92,88,78,82,85,75,80,88,50,20,40,95,10,90,70,45,60,65,85,40,70,60,80,85,90,95,90,92,88,75,80,85,30,50,20,10,60,40
Consensus,p00635,1,1959,1,4,2,2,8,No,95,90,92,98,99,97,80,85,88,70,65,60,90,5,50,98,60,95,90,85,90,88,92,80,98,85,95,90,95,90,98,99,95,80,92,90,70,85,60,30,80,65
Consensus,p00636,1,2003,4,2,5,3,9,No,90,95,92,98,97,96,85,88,90,95,98,92,98,5,65,98,80,96,92,92,96,94,95,90,99,90,95,98,95,85,97,99,95,80,92,98,70,85,90,60,95,80
Consensus,p00637,2,1951,1,2,2,1,8,Yes,20,25,30,70,80,85,40,50,55,30,45,65,10,90,50,100,0,95,90,75,80,85,90,70,0,75,80,85,95,0,95,100,90,20,80,100,10,95,80,50,90,70
Consensus,p00638,2,1940,1,2,5,3,6,No,85,90,95,98,95,97,92,96,93,88,90,95,92,8,60,100,50,95,80,85,95,92,90,80,98,92,98,90,94,96,98,95,92,80,90,95,20,40,60,30,50,10
Consensus,p00639,1,1972,3,5,5,2,10,Yes,95,98,97,99,100,98,92,96,94,95,97,98,99,2,80,100,60,98,90,95,98,97,99,85,100,92,95,99,90,80,85,90,88,60,95,92,70,80,90,50,85,95
Consensus,p00640,2,1982,4,5,3,3,8,No,90,95,92,98,97,96,99,100,95,92,94,91,98,2,60,98,62,99,97,88,94,92,96,76,100,95,100,90,95,98,100,99,95,92,96,98,72,85,60,21,80,65
Consensus,p00641,1,1958,3,2,3,2,8,Yes,90,95,92,98,99,97,88,96,94,76,85,92,95,2,80,99,80,95,97,92,95,93,98,88,98,92,98,95,99,99,96,97,94,92,98,95,60,80,70,40,90,85
Consensus,p00642,2,1965,1,4,1,3,6,No,80,85,90,95,92,88,78,82,85,70,65,60,72,10,20,85,30,95,90,60,70,65,80,40,98,75,80,85,90,88,92,95,90,60,85,80,45,78,65,50,90,75
Consensus,p00643,1,1952,1,4,3,1,9,No,90,92,95,98,99,97,75,85,88,95,96,80,60,20,40,100,10,95,80,70,85,80,90,60,100,90,95,80,90,60,70,80,90,40,50,60,10,30,20,80,40,60
Consensus,p00644,1,1983,1,2,3,3,8,Yes,80,85,90,95,92,88,75,82,85,80,92,88,60,10,70,98,40,95,80,65,75,70,85,60,98,90,92,98,95,95,85,98,90,80,92,95,60,70,55,45,65,50
Consensus,p00645,1,1989,1,4,3,2,8,Yes,95,92,98,99,97,96,94,93,95,98,99,92,90,5,70,99,50,98,90,85,88,90,95,80,95,95,97,95,98,92,98,99,96,80,95,97,40,70,60,30,80,50
Consensus,p00646,1,1987,2,2,1,1,5,No,40,45,35,60,55,50,30,25,40,20,15,10,0,80,50,60,20,80,70,40,45,35,55,30,0,0,10,5,75,20,25,60,50,10,30,35,0,10,20,80,40,25
Consensus,p00647,2,1990,1,4,4,2,8,Yes,95,98,92,99,100,97,96,95,98,99,100,97,98,0,60,99,70,95,90,92,95,94,98,88,98,96,98,92,95,85,88,90,92,80,82,95,60,70,40,20,80,50
Consensus,p00648,2,2002,5,4,3,3,6,Yes,95,90,98,92,96,94,88,97,91,99,98,93,80,15,70,90,20,95,85,60,65,70,80,55,95,92,96,80,85,75,90,95,85,70,80,75,40,60,30,25,70,50
Consensus,p00649,1,1957,3,1,1,1,2,Yes,0,10,5,20,25,15,30,10,20,5,10,15,0,100,80,70,0,85,75,40,50,45,55,35,20,40,60,80,60,90,95,98,92,85,88,95,20,35,10,15,25,30
Consensus,p00650,1,1992,2,3,2,2,9,Yes,95,90,92,98,96,94,97,99,95,92,90,98,85,10,80,95,60,90,85,85,88,90,92,80,99,95,98,90,95,90,92,95,88,80,85,90,50,70,60,30,80,40
Portrait Prof. Cherry,p00651,2,1967,1,3,2,3,6,No,80,90,85,95,98,92,88,90,94,60,65,80,75,20,50,98,20,95,80,70,75,80,90,40,98,96,98,85,95,90,95,98,80,60,70,90,30,40,50,20,60,10
Portrait Prof. Cherry,p00652,2,1972,2,2,4,2,8,Yes,90,95,92,98,99,97,96,95,94,93,99,97,100,0,70,95,50,90,85,85,88,87,92,80,95,98,99,95,90,85,90,92,88,80,95,97,60,75,90,40,85,80
Portrait Prof. Cherry,p00653,2,1974,1,1,4,2,8,Yes,90,95,92,98,96,97,99,95,93,85,88,92,80,20,10,98,60,96,90,92,96,94,95,88,95,95,99,98,90,80,92,94,90,60,70,80,20,40,30,50,60,10
Portrait Prof. Cherry,p00654,1,1939,3,2,4,3,8,No,80,90,85,95,92,88,98,99,96,80,75,90,85,10,60,98,60,95,90,80,85,90,95,70,98,99,100,98,95,80,95,98,90,75,85,95,50,80,70,20,90,60
Portrait Prof. Cherry,p00655,1,1964,1,2,4,3,8,Yes,80,85,90,95,92,88,80,82,86,70,75,65,60,30,50,95,10,98,92,80,85,82,88,60,90,85,90,80,70,70,60,95,92,50,80,90,20,40,30,50,60,25
Portrait Prof. Cherry,p00656,1,1975,1,5,3,3,9,Yes,95,92,98,96,99,97,91,93,94,89,90,88,85,15,75,98,50,99,96,85,92,88,95,80,98,95,97,98,95,85,90,92,95,88,91,93,60,70,80,40,90,85
Portrait Prof. Cherry,p00657,1,1953,3,2,2,1,8,No,95,90,98,99,97,96,80,82,88,60,58,55,65,10,20,85,20,90,80,40,50,45,60,30,70,60,65,70,80,50,55,80,85,40,60,70,20,80,50,25,60,35
Portrait Prof. Cherry,p00658,1,1943,1,2,1,3,6,No,90,85,88,95,92,89,75,70,80,60,65,55,40,25,20,85,20,90,80,45,50,55,65,35,80,70,75,65,60,85,95,90,80,75,70,65,30,40,20,50,60,25
Portrait Prof. Cherry,p00659,2,1981,1,6,1,3,8,No,95,98,96,99,100,100,90,95,97,92,98,99,70,10,50,95,5,98,90,85,92,88,95,40,90,80,85,70,80,60,85,90,80,30,80,95,60,70,40,20,80,50
Portrait Prof. Cherry,p00660,1,2002,1,2,4,1,9,Yes,85,90,95,92,98,96,80,85,95,70,75,60,90,5,80,100,5,100,90,90,95,92,98,85,98,98,99,95,95,95,100,100,98,90,95,100,20,40,30,15,50,60
Portrait Prof. Cherry,p00661,1,1966,1,5,5,2,8,Yes,90,95,92,98,99,96,97,95,94,88,90,92,99,0,80,95,80,98,96,85,90,88,92,82,95,92,99,95,98,85,90,98,92,88,95,99,60,80,70,50,90,85
Portrait Prof. Cherry,p00662,1,1937,1,5,4,1,9,Yes,90,95,92,98,96,97,99,100,100,95,98,95,100,0,50,100,0,100,100,98,97,96,95,94,80,100,99,90,90,80,70,95,90,60,85,80,30,60,40,20,50,35
Portrait Prof. Cherry,p00663,2,1971,3,3,4,2,10,No,95,90,92,98,96,94,95,93,97,88,82,85,99,1,50,95,70,99,96,92,98,96,90,88,100,97,99,95,95,80,90,98,92,60,85,95,25,70,50,10,60,20
Portrait Prof. Cherry,p00664,2,1951,3,3,3,1,8,Yes,95,90,92,98,97,96,99,100,95,88,85,75,80,0,60,98,20,95,85,80,85,82,90,70,90,95,90,75,95,90,92,98,95,80,85,90,40,60,50,30,80,70
Portrait Prof. Cherry,p00665,2,1996,3,2,2,2,10,Yes,90,95,92,98,96,97,99,100,99,95,98,97,96,0,75,95,80,95,94,92,93,94,98,90,100,100,99,98,95,90,95,97,96,80,92,98,50,70,40,30,60,20
Portrait Prof. Cherry,p00666,2,1974,1,1,3,2,9,Yes,80,85,90,95,92,88,98,96,94,75,82,90,99,5,50,99,70,95,98,90,92,88,96,80,95,100,95,90,98,99,95,98,96,80,90,95,70,60,50,30,80,40
Portrait Prof. Cherry,p00667,2,1996,1,5,3,1,8,Yes,95,90,98,99,96,97,92,93,94,91,98,90,70,30,50,95,20,98,90,85,88,90,92,80,80,85,88,80,80,95,92,98,90,85,88,95,50,70,80,30,90,85
Portrait Prof. Cherry,p00668,1,1946,1,2,3,1,5,No,80,85,90,95,92,88,98,99,96,75,80,90,40,0,30,95,0,98,99,60,70,65,90,40,98,100,100,90,80,70,85,95,80,0,90,100,20,60,50,40,80,30
Portrait Prof. Cherry,p00669,2,1937,3,2,4,2,10,Yes,90,95,98,100,100,100,95,100,98,90,100,95,100,0,80,100,50,90,80,90,95,98,100,70,100,100,98,95,100,100,100,100,90,80,95,98,70,60,50,90,100,80
Portrait Prof. Cherry,p00670,2,1993,1,2,4,3,8,Yes,85,90,95,98,99,96,92,94,97,91,93,95,88,2,75,95,60,98,92,82,85,88,90,78,98,90,95,80,92,85,90,92,88,75,80,85,30,60,50,10,40,20
Portrait Prof. Cherry,p00671,2,1987,1,2,5,1,8,No,80,90,95,98,99,97,75,80,85,60,50,70,90,10,20,95,5,98,90,80,85,90,92,78,95,80,85,92,98,60,95,98,90,50,92,85,20,30,40,10,50,60
Portrait Prof. Cherry,p00672,1,1957,3,4,2,1,8,No,80,85,90,95,92,88,78,82,89,65,72,58,60,10,40,80,20,85,90,50,55,52,60,45,80,75,85,80,70,65,60,70,75,45,55,60,30,40,50,20,45,35
Portrait Prof. Cherry,p00673,1,1976,3,3,3,3,10,Yes,90,95,92,98,99,96,94,91,93,88,85,92,98,2,60,98,8,99,96,75,80,85,95,65,95,95,94,98,96,90,85,97,95,88,92,99,40,60,80,50,95,70
Portrait Prof. Cherry,p00674,2,2007,5,1,4,1,7,Yes,80,85,90,95,98,92,88,85,80,75,65,70,50,40,90,95,10,90,85,60,70,65,80,50,100,90,98,95,80,60,80,90,85,40,70,80,30,60,20,10,50,40
Portrait Prof. Cherry,p00675,2,1978,1,3,1,3,3,No,80,85,90,95,92,88,98,96,94,75,85,80,92,8,50,98,20,99,97,90,92,88,95,85,98,95,96,90,95,85,92,98,95,88,92,96,40,70,30,20,60,50
Portrait Prof. Cherry,p00676,2,1954,1,4,1,2,9,Yes,85,90,95,92,88,96,98,99,94,97,95,92,91,2,10,95,50,98,92,82,87,89,96,78,98,99,99,95,99,99,96,98,99,85,97,94,80,95,90,70,92,88
Portrait Prof. Cherry,p00677,2,1950,1,3,5,3,7,Yes,95,92,98,96,99,97,94,93,95,90,91,92,98,2,60,95,60,98,90,85,90,88,92,80,100,100,99,95,95,75,80,90,85,70,78,82,40,50,80,20,60,30
Portrait Prof. Cherry,p00678,1,1997,4,3,2,3,8,No,95,92,90,98,96,97,94,93,91,88,89,87,80,5,60,90,5,95,80,70,75,72,85,50,95,98,97,96,85,90,95,92,88,80,85,90,75,85,70,60,80,90
Portrait Prof. Cherry,p00679,2,2008,1,2,4,2,9,Yes,90,95,92,98,99,96,97,94,93,85,88,90,95,5,60,99,95,98,97,75,85,90,92,70,80,85,90,92,98,95,96,99,94,87,91,98,40,60,50,20,80,30
Portrait Prof. Cherry,p00680,2,2004,1,2,5,3,8,Yes,95,90,92,98,96,94,88,91,89,85,87,93,75,10,60,98,45,99,85,92,95,93,88,75,98,95,96,80,90,82,90,98,95,60,85,90,20,30,15,25,50,40
Portrait Prof. Cherry,p00681,2,1970,1,1,1,1,2,No,20,15,10,80,75,85,45,30,40,10,20,25,0,100,80,90,0,95,85,40,60,55,30,20,50,60,80,70,70,80,95,90,85,75,90,95,20,30,25,80,45,35
Portrait Prof. Cherry,p00682,2,1967,3,1,2,1,8,No,70,60,75,80,85,90,40,35,45,30,25,20,10,90,80,95,5,90,85,40,45,50,55,30,15,20,25,10,95,80,90,95,85,75,70,80,20,50,40,60,70,80
Portrait Prof. Cherry,p00683,1,1980,1,5,4,3,7,Yes,90,95,92,98,97,96,93,94,91,99,100,98,95,5,50,90,80,95,85,92,96,94,98,91,90,92,96,98,80,90,95,97,96,94,98,99,75,85,90,60,95,80
Portrait Prof. Cherry,p00684,2,1952,1,3,4,1,5,Yes,80,85,90,95,92,88,75,80,82,65,70,85,60,40,20,95,30,90,85,60,65,70,80,55,90,80,85,70,95,95,90,95,80,60,85,90,10,20,40,80,50,25
Portrait Prof. Cherry,p00685,1,1997,1,4,2,1,8,No,80,85,90,95,92,88,75,80,85,90,92,88,60,20,40,95,20,90,80,50,55,52,60,30,70,70,80,85,80,60,65,75,70,55,50,45,60,65,70,55,80,75
Portrait Prof. Cherry,p00686,1,1985,3,3,5,1,8,Yes,90,92,95,98,99,97,85,90,88,95,92,80,75,0,65,95,0,98,95,70,85,80,92,65,98,90,95,80,95,85,98,95,90,80,92,95,40,60,70,20,80,50
Portrait Prof. Cherry,p00687,1,1974,1,3,1,3,8,No,80,85,90,95,92,88,75,80,82,70,85,90,60,20,50,95,20,90,80,60,70,65,85,45,95,85,92,95,80,70,85,90,80,75,85,90,20,50,25,30,60,40
Portrait Prof. Cherry,p00688,2,1994,2,3,4,2,9,Yes,90,95,92,98,97,96,94,93,91,85,88,92,95,5,20,99,5,98,97,92,95,94,90,88,99,95,96,99,98,90,92,97,98,95,93,96,75,80,90,40,85,88
Portrait Prof. Cherry,p00689,2,2000,1,4,4,1,8,Yes,80,85,90,95,98,99,88,85,90,65,75,80,60,20,40,100,10,95,90,80,85,90,95,60,95,80,85,95,90,80,90,95,100,60,85,98,20,90,50,10,70,30
Portrait Prof. Cherry,p00690,2,1990,1,3,1,3,6,No,75,85,90,95,92,88,82,78,80,65,60,70,90,5,50,95,20,90,92,90,92,88,85,80,98,80,85,95,95,85,90,92,88,80,95,92,50,70,30,20,60,40
Portrait Prof. Cherry,p00691,1,2008,1,1,3,3,9,Yes,80,90,85,95,92,88,75,70,80,65,60,55,40,0,20,95,40,98,85,75,80,85,90,60,95,90,95,80,90,70,95,98,85,50,80,90,25,60,40,10,80,20
Portrait Prof. Cherry,p00692,2,1973,2,1,2,3,8,No,75,80,70,90,85,95,60,65,80,40,50,30,70,15,60,90,50,95,80,75,80,70,85,60,95,85,90,95,85,70,80,90,85,65,75,95,60,80,40,30,50,25
Portrait Prof. Cherry,p00693,2,2005,4,4,3,3,8,Yes,80,90,95,85,88,92,98,96,90,75,80,85,95,5,60,90,30,98,80,80,85,82,95,70,98,95,98,90,90,85,95,92,88,75,90,98,70,85,80,60,90,75
Portrait Prof. Cherry,p00694,2,1985,1,3,4,3,8,Yes,80,85,90,95,92,88,75,80,85,60,65,70,50,30,20,95,20,90,80,60,70,65,85,45,90,80,85,95,95,60,70,90,80,40,85,95,50,75,80,60,90,70
Portrait Prof. Cherry,p00695,2,1996,3,1,2,2,10,Yes,90,95,92,98,99,97,96,95,94,85,87,89,80,0,50,100,0,100,90,95,98,97,99,85,90,95,98,97,100,80,100,99,98,95,90,85,0,80,50,70,90,80
Portrait Prof. Cherry,p00696,2,2005,1,3,2,3,9,Yes,80,85,90,95,92,88,95,93,91,98,99,96,90,5,50,95,60,98,90,88,92,89,95,80,95,95,96,92,85,85,90,95,88,82,92,98,75,80,65,60,85,70
Portrait Prof. Cherry,p00697,2,1997,3,4,3,3,9,Yes,80,85,90,95,92,88,98,96,93,75,82,95,80,0,60,98,0,99,97,85,88,82,95,75,98,100,99,95,90,90,98,96,94,88,92,95,60,85,70,20,80,65
Portrait Prof. Cherry,p00698,2,1953,1,2,3,2,7,No,90,95,92,98,99,97,96,94,93,88,91,85,99,5,30,98,90,99,97,92,94,93,96,91,98,95,96,94,95,98,99,97,95,92,93,94,80,85,90,70,95,92
Portrait Prof. Cherry,p00699,1,1999,1,2,5,2,10,Yes,80,85,90,95,95,92,88,85,90,80,85,92,98,2,95,100,60,100,95,92,95,90,98,88,99,90,98,99,100,95,100,98,92,80,90,95,70,85,60,80,90,95
Portrait Prof. Cherry,p00700,2,1984,3,2,2,2,8,Yes,80,85,90,95,92,88,98,96,94,76,89,82,99,0,60,100,50,98,99,92,94,96,95,90,95,100,100,90,98,95,98,99,96,75,90,95,50,80,70,60,90,80
Model accuracy,p00701,2,1988,1,5,3,2,10,Yes,90,95,92,98,99,97,96,94,93,88,89,91,99,5,60,98,92,99,97,80,85,90,95,75,98,95,98,96,95,92,90,95,91,88,94,99,85,80,95,75,90,92
Model accuracy,p00702,2,1957,1,6,2,2,8,Yes,95,90,98,99,97,96,99,98,97,94,95,93,100,0,50,100,60,95,90,88,92,91,96,40,99,99,98,97,95,85,92,95,90,80,92,95,75,85,90,70,80,80
Model accuracy,p00703,1,1983,3,5,5,3,7,Yes,95,98,99,96,97,99,95,98,99,96,97,99,95,5,60,90,20,95,80,92,95,93,98,85,98,90,98,92,90,70,85,95,90,60,80,85,40,50,60,20,80,70
Model accuracy,p00704,2,1972,1,1,2,1,3,No,85,90,95,92,98,96,88,99,97,80,75,60,40,20,30,95,10,98,92,85,92,88,90,50,95,80,90,95,90,60,70,85,80,30,40,50,20,60,40,80,30,10
Model accuracy,p00705,1,1987,1,2,3,3,8,Yes,85,90,88,95,92,89,98,97,96,99,95,94,92,5,75,95,40,98,85,85,90,88,92,80,98,98,99,95,95,80,90,95,85,70,80,90,40,60,30,20,80,50
Model accuracy,p00706,2,1995,3,2,5,3,10,Yes,90,95,92,98,97,96,99,100,95,92,94,91,98,2,70,95,80,96,98,85,88,86,90,75,100,100,99,95,90,85,90,98,97,80,95,92,60,75,90,40,80,85
Model accuracy,p00707,1,1967,2,1,4,2,10,Yes,95,90,92,98,96,99,100,100,95,80,90,95,99,5,70,100,0,99,90,80,85,90,95,50,98,98,99,100,100,95,100,99,90,50,80,95,20,60,30,15,80,50
Model accuracy,p00708,2,1937,1,4,3,3,6,Yes,80,90,85,95,98,92,88,85,90,70,80,85,92,5,40,90,60,95,85,75,85,80,95,50,95,80,95,90,90,80,95,98,85,60,90,92,25,65,20,40,60,30
Model accuracy,p00709,2,1959,3,5,4,3,8,Yes,95,98,99,100,100,100,90,95,98,92,95,96,85,5,80,100,0,95,90,85,92,90,98,70,90,98,99,95,95,95,100,95,90,70,80,85,60,95,50,20,80,40
